STATION,NAME,LATITUDE,LONGITUDE,STATE,COORD,COUNTY,ZIP
USC00156224,"PHIL, KY US",37.16861,-84.93916999999998,KY,"37.16861,-84.93916999999999",Casey County,42565
USC00157677,"STEARNS 2 S, KY US",36.6736,-84.4791,KY,"36.6736,-84.4791",McCreary County,42638
USW00003820,"AUGUSTA BUSH FIELD AIRPORT, GA US",33.3644,-81.9633,GA,"33.3644,-81.9633",Richmond County,30906
USW00003822,"SAVANNAH INTERNATIONAL AIRPORT, GA US",32.13,-81.21,GA,"32.13,-81.21",Chatham County,31418
USC00407359,"PORTLAND SEWAGE PLANT, TN US",36.5877,-86.5258,TN,"36.5877,-86.5258",Sumner County,37148
USC00408445,"SODDY DAISY MOWBRAY MOUNTAIN, TN US",35.2803,-85.2414,TN,"35.2803,-85.2414",Hamilton County,37379
USC00092966,"EASTMAN 1 W, GA US",32.2003,-83.2058,GA,"32.2003,-83.2058",Dodge County,31023
USC00017131,"RUSSELLVILLE NUMBER 2, AL US",34.51,-87.7319,AL,"34.51,-87.7319",Franklin County,35653
USC00408562,"SPRINGFIELD EXPERIMENTAL STATION, TN US",36.471,-86.8415,TN,"36.471,-86.8415",Robertson County,37172
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",35.0564,-89.9865,TN,"35.0564,-89.9865",Shelby County,38131
USC00017366,"SELMA, AL US",32.411,-87.0144,AL,"32.411,-87.0144",Dallas County,36703
USW00013891,"KNOXVILLE MCGHEE TYSON AIRPORT, TN US",35.8181,-83.9858,TN,"35.8181,-83.9858",Blount County,37701-1948
USC00151900,"CRESTWOOD 4 NE, KY US",38.3636,-85.4186,KY,"38.3636,-85.4186",Oldham County,40014
USW00003816,"PADUCAH BARKLEY REGIONAL AIRPORT, KY US",37.0563,-88.7744,KY,"37.0563,-88.7744",McCracken County,42086
USW00013897,"NASHVILLE INTERNATIONAL AIRPORT, TN US",36.11889,-86.68916999999998,TN,"36.11889,-86.68916999999999",Davidson County,37217
USC00401808,"CLEVELAND FILTER PLANT, TN US",35.2191,-84.7921,TN,"35.2191,-84.7921",Bradley County,37310
USW00013896,"MUSCLE SHOALS REGIONAL AIRPORT, AL US",34.7441,-87.5997,AL,"34.7441,-87.5997",Colbert County,35661
USW00013895,"MONTGOMERY AIRPORT, AL US",32.2997,-86.4075,AL,"32.2997,-86.4075",Montgomery County,36043
USC00156595,"PROVIDENCE, KY US",37.3997,-87.7622,KY,"37.3997,-87.7622",Webster County,42450
USW00013894,"MOBILE REGIONAL AIRPORT, AL US",30.68833,-88.24556,AL,"30.68833,-88.24556",Mobile County,36695
USC00407141,"PICKETT STATE PARK, TN US",36.5514,-84.7968,TN,"36.5514,-84.7968",Pickett County,38556
USC00406292,"MOUNTAIN CITY 2, TN US",36.474,-81.8033,TN,"36.474000000000004,-81.8033",Johnson County,37683
USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,AL,"34.64389,-86.78611",Limestone County,35756
USC00406170,"MONTEREY, TN US",36.1482,-85.2649,TN,"36.1482,-85.2649",Putnam County,38574
USC00097276,"QUITMAN 2 NW, GA US",30.78361,-83.56917,GA,"30.783609999999996,-83.56917",Brooks County,31643
USC00091965,"CLARKESVILLE, GA US",34.6159,-83.5429,GA,"34.6159,-83.5429",Habersham County,30544
USC00405089,"LAWRENCEBURG FILTER PLANT, TN US",35.2436,-87.3508,TN,"35.2436,-87.3508",Lawrence County,38464
USC00401950,"COLLIERVILLE, TN US",35.0781,-89.6653,TN,"35.0781,-89.6653",Shelby County,38017
USC00018323,"TROY, AL US",31.8075,-85.9722,AL,"31.8075,-85.9722",Pike County,36081
USC00408108,"SAVANNAH 6 SW, TN US",35.1524,-88.3213,TN,"35.1524,-88.3213",Hardin County,38376
USC00018209,"THORSBY EXPERIMENTAL STATION, AL US",32.9205,-86.6708,AL,"32.9205,-86.6708",Chilton County,35045
USC00402806,"ELIZABETHTON, TN US",36.354,-82.2486,TN,"36.354,-82.2486",Carter County,37694
USW00003849,"LONDON CORBIN AIRPORT, KY US",37.08722,-84.07694000000002,KY,"37.08722,-84.07694000000001",Laurel County,40744
USC00401957,"COLUMBIA 3 WNW, TN US",35.6381,-87.0864,TN,"35.6381,-87.0864",Maury County,38402
USC00157652,"STANTON 2 W, KY US",37.8604,-83.897,KY,"37.8604,-83.897",Powell County,40312
USC00155111,"MANCHESTER 4 W, KY US",37.15,-83.81667,KY,"37.15,-83.81667",Clay County,40962
USW00013861,"WAYCROSS WARE CO AIRPORT, GA US",31.25,-82.4,GA,"31.25,-82.4",Ware County,31503
USW00003841,"OAK RIDGE ATDD, TN US",35.99800000000001,-84.2192,TN,"35.998000000000005,-84.2192",Anderson County,37831
USC00011803,"CODEN, AL US",30.3875,-88.227,AL,"30.3875,-88.227",Mobile County,36509
USC00406162,"MONTEAGLE, TN US",35.2243,-85.8414,TN,"35.2243,-85.8414",Marion County,37356
USC00156580,"PRINCETON 1 SE, KY US",37.1244,-87.8672,KY,"37.1244,-87.8672",Caldwell County,42445
USW00003847,"CROSSVILLE MEMORIAL AIRPORT, TN US",35.9509,-85.0813,TN,"35.9509,-85.0813",Cumberland County,38555
USW00013869,"ALBANY SW GEORGIA REGIONAL AIRPORT, GA US",31.53556,-84.19444,GA,"31.535559999999997,-84.19444",Dougherty County,31721
USC00090406,"ASHBURN 3 ENE, GA US",31.70028,-83.62306,GA,"31.70028,-83.62306",Turner County,31714
USC00407015,"PARSONS WATER PLANT, TN US",35.6082,-88.12,TN,"35.6082,-88.12",Decatur County,38329
USC00409434,"WARTRACE 6 E, TN US",35.5392,-86.2284,TN,"35.5392,-86.2284",Coffee County,37183
USC00409431,"WARNER PARK, TN US",36.06083,-86.90639,TN,"36.060829999999996,-86.90639",Davidson County,37221
USC00091732,"CEDARTOWN, GA US",34.0588,-85.2338,GA,"34.0588,-85.2338",Polk County,30125
USW00013871,"ANNISTON METROPOLITAN AIRPORT, AL US",33.5872,-85.8556,AL,"33.5872,-85.8556",Calhoun County,36203
USW00013870,"ALMA BACON CO AIRPORT, GA US",31.5358,-82.5067,GA,"31.5358,-82.5067",Bacon County,31510
USC00018438,"UNION SPRINGS 9 S, AL US",32.0142,-85.7464,AL,"32.0142,-85.7464",Bullock County,36089
USW00013878,"BRUNSWICK MALCOLM MCKINNON AIRPORT, GA US",31.1522,-81.3908,GA,"31.1522,-81.3908",Glynn County,31522
USW00013877,"BRISTOL TRI CITY AIRPORT, TN US",36.4731,-82.4044,TN,"36.4731,-82.4044",Sullivan County,37617
USW00013876,"BIRMINGHAM AIRPORT, AL US",33.56556,-86.745,AL,"33.56556,-86.745",Jefferson County,35206
USW00013874,"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US",33.6301,-84.4418,GA,"33.6301,-84.4418",Clayton County,30320
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",33.948,-83.3275,GA,"33.948,-83.3275",Athens-Clarke County,30605
USC00155243,"MAYSVILLE SEWAGE PLANT, KY US",38.6869,-83.7872,KY,"38.6869,-83.7872",Mason County,41056
USC00098064,"SILOAM 3 N, GA US",33.5635,-83.0768,GA,"33.5635,-83.0768",Greene County,30642
USC00099157,"WASHINGTON, GA US",33.7264,-82.7059,GA,"33.7264,-82.7059",Wilkes County,30673
USW00003878,"TROY MUNICIPAL AIRPORT, AL US",31.86056,-86.01222,AL,"31.860559999999996,-86.01222",Pike County,36079
USC00408414,"SMYRNA 6 S, TN US",35.9106,-86.5578,TN,"35.9106,-86.5578",Rutherford County,37167
USC00090219,"ALPHARETTA 4 SSW, GA US",34.10139,-84.35056,GA,"34.10139,-84.35056",Fulton,30004
USC00409866,"WOODBURY 1 WNW, TN US",35.8375,-86.0894,TN,"35.8375,-86.0894",Cannon County,37016
USC00409502,"WAYNESBORO, TN US",35.3041,-87.7591,TN,"35.3041,-87.7591",Wayne County,38485
USC00092517,"DANIELSVILLE, GA US",34.1175,-83.3044,GA,"34.1175,-83.3044",Madison County,30633
USC00091665,"CARTERSVILLE, GA US",34.2043,-84.7925,GA,"34.2043,-84.7925",Bartow County,30121
USC00094941,"LAFAYETTE 3 SW, GA US",34.6638,-85.3203,GA,"34.6638,-85.3203",Walker County,30728
USC00094700,"JONESBORO, GA US",33.5312,-84.3545,GA,"33.5312,-84.3545",Clayton County,30236
USC00014193,"JACKSON, AL US",31.5253,-87.9277,AL,"31.5253,-87.9277",Clarke County,36545
USC00408405,"SMITHVILLE 2 SE, TN US",35.94194,-85.78917,TN,"35.94194,-85.78917",DeKalb County,37166
USC00094949,"LA GRANGE, GA US",33.0537,-85.0318,GA,"33.0537,-85.0318",Troup County,30240
USC00016129,"OPELIKA, AL US",32.6592,-85.4492,AL,"32.6592,-85.4492",Lee County,36801:36830
USC00157510,"SOMERSET 2 N, KY US",37.11667,-84.61667,KY,"37.11667,-84.61667",Pulaski County,42503
USC00155694,"MURRAY, KY US",36.6122,-88.3083,KY,"36.6122,-88.3083",Calloway County,42071
USC00099141,"WARRENTON, GA US",33.4029,-82.6222,GA,"33.4029,-82.6222",Warren County,30828
USC00097087,"PLAINS SW GA EXPERIMENTAL STATION, GA US",32.0467,-84.3711,GA,"32.0467,-84.3711",Sumter County,31780
USC00092408,"CUMMING 2 N, GA US",34.2286,-84.1281,GA,"34.2286,-84.1281",Forsyth County,30040
USC00408522,"SPARTA WASTEWATER PLANT, TN US",35.9067,-85.4751,TN,"35.9067,-85.4751",White County,38559:38583
USC00099027,"VIENNA, GA US",32.10833,-83.82889,GA,"32.10833,-83.82889",Dooly County,31092
USC00408886,"TELLICO PLAINS, TN US",35.3696,-84.2999,TN,"35.3696,-84.2999",Monroe County,37385
USC00403074,"FAYETTEVILLE WATER PLANT, TN US",35.1342,-86.5419,TN,"35.1342,-86.5419",Lincoln County,37334
USC00406340,"MOUNT PLEASANT 1 N, TN US",35.55722,-87.20194000000002,TN,"35.55722,-87.20194000000001",Maury County,38474
USC00016000,"OAK MOUNTAIN STATE PARK, AL US",33.3263,-86.7562,AL,"33.3263,-86.7562",Shelby County,35124
USC00016121,"ONEONTA, AL US",33.9478,-86.4692,AL,"33.9478,-86.4692",Blount County,35121
USC00016478,"PINSON, AL US",33.6906,-86.685,AL,"33.6906,-86.685",Jefferson County,35126
USC00154138,"INEZ 2 E, KY US",37.8725,-82.5195,KY,"37.8725,-82.5195",Martin County,41224
USC00017207,"SAND MOUNTAIN SUBSTATION, AL US",34.28778,-85.96806,AL,"34.28778,-85.96806",DeKalb County,35962
USC00154375,"KENLAKE RESORT, KY US",36.76,-88.1386,KY,"36.76,-88.1386",Marshall County,42048
USC00406493,"NEWCOMB, TN US",36.5516,-84.1728,TN,"36.5516,-84.1728",Campbell County,37819
USC00405040,"LANCING 6 NW, TN US",36.15,-84.7283,TN,"36.15,-84.7283",Morgan County,37770
USC00406371,"MURFREESBORO 5 N, TN US",35.9204,-86.3727,TN,"35.9204,-86.3727",Rutherford County,37129
USC00151080,"BUCKHORN LAKE, KY US",37.34167,-83.47055999999998,KY,"37.34167,-83.47055999999999",Perry County,41721
USC00092738,"DONALSONVILLE, GA US",31.0286,-84.8911,GA,"31.0286,-84.8911",Seminole County,31745
USW00003894,"CLARKSVILLE OUTLAW AIRPORT, TN US",36.62389,-87.41944000000002,TN,"36.62389,-87.41944000000001",Montgomery County,37042
USC00406012,"MILAN EXPERIMENTAL STATION, TN US",35.9327,-88.7268,TN,"35.9327,-88.7268",Gibson County,38358
USC00090311,"APPLING 2 NW, GA US",33.5619,-82.3389,GA,"33.5619,-82.3389",Columbia County,30802
USC00091640,"CARROLLTON, GA US",33.5972,-85.0805,GA,"33.5972,-85.0805",Carroll County,30117
USC00015140,"WALNUT HILL 3 W, AL US",32.66667,-85.91667,AL,"32.66667,-85.91667",Elmore County,36078
USC00090670,"BAXLEY 5 NNW, GA US",31.841390000000004,-82.37556,GA,"31.841390000000004,-82.37556",Appling County,31513
USC00407459,"PULASKI WATER PLANT, TN US",35.18417,-87.04222,TN,"35.18417,-87.04222",Giles County,38478
USC00158824,"WOODBURY, KY US",37.1852,-86.6335,KY,"37.1852,-86.6335",Butler County,42261
USC00400705,"BIG SANDY, TN US",36.235,-88.0908,TN,"36.235,-88.0908",Benton County,38221
USC00152040,"DANVILLE, KY US",37.6527,-84.7708,KY,"37.6527,-84.7708",Boyle County,40422
USC00156882,"ROCHESTER FERRY, KY US",37.2166,-86.8936,KY,"37.2166,-86.8936",Ohio County,42320
USC00096093,"MOUNTAIN CITY 2 SW, GA US",34.9047,-83.4127,GA,"34.9047,-83.4127",Rabun County,30525
USC00099124,"WARNER ROBINS, GA US",32.6094,-83.6163,GA,"32.6094,-83.6163",Houston County,31098
USW00003889,"JACKSON JULIAN CARROLL AIRPORT, KY US",37.59139,-83.31444,KY,"37.591390000000004,-83.31444",Breathitt County,41339
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",33.77917,-84.52139,GA,"33.77917,-84.52139",Fulton County,30336
USC00099486,"WINTERVILLE, GA US",33.9664,-83.2911,GA,"33.9664,-83.2911",Athens-Clarke County,30683
USC00405278,"LINDEN WATER PLANT, TN US",35.6047,-87.8408,TN,"35.6047,-87.8408",Perry County,37096
USC00405035,"LANCASTER EDGAR EVINS, TN US",36.0827,-85.82600000000002,TN,"36.0827,-85.82600000000001",DeKalb County,38569
USC00405158,"LENOIR CITY, TN US",35.7875,-84.2622,TN,"35.7875,-84.2622",Loudon County,37771
USW00003881,"CENTREVILLE 2.9 SW, AL US",32.929,-87.1898,AL,"32.929,-87.1898",Bibb County,35034
USC00408540,"SPRING CITY, TN US",35.6763,-84.8547,TN,"35.6763,-84.8547",Rhea County,37381
USC00153389,"GRAYSON 2 E, KY US",38.3354,-82.9075,KY,"38.3354,-82.9075",Carter County,41143
USC00017304,"SCOTTSBORO, AL US",34.6736,-86.0536,AL,"34.6736,-86.0536",Jackson County,35776
USC00018998,"WINFIELD 2 SW, AL US",33.911,-87.8469,AL,"33.911,-87.8469",Fayette County,35594
USC00153028,"FRANKFORT LOCK 4, KY US",38.20222,-84.8825,KY,"38.202220000000004,-84.8825",Franklin County,40601
USC00018517,"VERNON, AL US",33.7392,-88.1275,AL,"33.7392,-88.1275",Lamar County,35592
USW00073802,"HIGHLAND HOME 2 S, AL US",31.9155,-86.3115,AL,"31.9155,-86.3115",Crenshaw County,36041
USW00073803,"TALLADEGA 10 NNE, AL US",33.5721,-86.0573,AL,"33.5721,-86.0573",Talladega County,35096
USC00403280,"FRANKLIN SEWAGE PLANT, TN US",35.9417,-86.8685,TN,"35.9417,-86.8685",Williamson County,37064
USC00091908,"CHICKAMAUGA PARK LARC, GA US",34.9203,-85.2711,GA,"34.9203,-85.2711",Catoosa County,30707
USC00098661,"THOMASTON 4 SE, GA US",32.867,-84.2654,GA,"32.867,-84.2654",Upson County,30286
USC00098666,"THOMASVILLE 7 NE, GA US",30.91389,-83.86111,GA,"30.913890000000002,-83.86111",Thomas County,31738
USC00096244,"NASHVILLE 4 N, GA US",31.2644,-83.2391,GA,"31.2644,-83.2391",Berrien County,31639
USW00053819,"PEACHTREE CITY FALCON FIELD, GA US",33.35528,-84.56694,GA,"33.35528,-84.56694",Fayette County,30269
USC00010583,"BAY MINETTE, AL US",30.884,-87.7852,AL,"30.884,-87.7852",Baldwin County,36507
USC00406435,"NEAPOLIS EXPERIMENTAL STATION, TN US",35.7197,-86.9654,TN,"35.7197,-86.9654",Maury County,38401
USC00407884,"ROGERSVILLE 1 NE, TN US",36.4161,-82.9838,TN,"36.4161,-82.9838",Hawkins County,37857
USW00063857,"GADSDEN 19 N, AL US",34.2851,-85.9621,AL,"34.2851,-85.9621",DeKalb County,35965
USC00012883,"FAYETTE, AL US",33.7091,-87.8152,AL,"33.7091,-87.8152",Fayette County,35555
USW00063858,"SELMA 13 WNW, AL US",32.4567,-87.2422,AL,"32.4567,-87.2422",Dallas County,36759
USC00403040,"FALL CREEK FALLS SP, TN US",35.6391,-85.3586,TN,"35.6391,-85.3586",Van Buren County,38585
USW00063855,"CROSSVILLE 7 NW, TN US",36.0138,-85.1345,TN,"36.0138,-85.1345",Cumberland County,38571
USW00063856,"BRUNSWICK 23 S, GA US",30.8078,-81.4596,GA,"30.8078,-81.4596",Camden County,31558
USW00063862,"VALLEY HEAD 1 SSW, AL US",34.5653,-85.6171,AL,"34.5653,-85.6171",DeKalb County,35989
USC00406308,"MOUSETAIL LANDING STATE PARK, TN US",35.65583,-88.00639,TN,"35.65583,-88.00639",Perry County,37096
USC00150402,"BARDWELL 2 E, KY US",36.883,-88.9961,KY,"36.883,-88.9961",Carlisle County,42023
USC00155097,"MAMMOTH CAVE, KY US",37.1318,-86.1481,KY,"37.1318,-86.1481",Edmonson County,42171
USW00053820,"EVERGREEN MIDDLETON FIELD, AL US",31.41556,-87.04417,AL,"31.41556,-87.04417",Conecuh County,36482
USC00094170,"HAWKINSVILLE, GA US",32.2843,-83.4681,GA,"32.2843,-83.4681",Pulaski County,31036
USC00012758,"EVERGREEN, AL US",31.4449,-86.9532,AL,"31.4449,-86.9532",Conecuh County,36401
USC00099502,"WOODBINE, GA US",30.9591,-81.7071,GA,"30.9591,-81.7071",Camden County,31569
USC00153929,"HODGENVILLE LINCOLN, KY US",37.5316,-85.735,KY,"37.5316,-85.735",Larue County,42748
USC00405332,"LIVINGSTON RADIO WLIV, TN US",36.3776,-85.3365,TN,"36.3776,-85.3365",Overton County,38570
USC00098535,"TALBOTTON, GA US",32.6875,-84.5198,GA,"32.6875,-84.5198",Talbot County,31827
USC00405214,"LEXINGTON 10 NW, TN US",35.71361,-88.56083000000002,TN,"35.713609999999996,-88.56083000000001",Henderson County,38351
USW00063868,"COURTLAND 2 WSW, AL US",34.6602,-87.3462,AL,"34.6602,-87.3462",Lawrence County,35618
USW00063869,"FAIRHOPE 3 NE, AL US",30.5485,-87.8757,AL,"30.5485,-87.8757",Baldwin County,36532
USW00063866,"GUNTERSVILLE 2 SW, AL US",34.3337,-86.3156,AL,"34.3337,-86.3156",Marshall County,35976
USW00063867,"CULLMAN 3 ENE, AL US",34.1954,-86.7963,AL,"34.1954,-86.7963",Cullman County,35058
USC00405210,"LEXINGTON, TN US",35.6502,-88.3904,TN,"35.6502,-88.3904",Henderson County,38351
USW00063872,"EUFAULA WEEDON FIELD AIRPORT, AL US",31.951390000000004,-85.12889,AL,"31.951390000000004,-85.12889",Barbour County,36027
USW00063870,"FLORALA MUNICIPAL AIRPORT, AL US",31.0425,-86.31166999999998,AL,"31.0425,-86.31166999999999",Covington County,36455
USC00157049,"RUSSELLVILLE, KY US",36.855,-86.8883,KY,"36.855,-86.8883",Logan County,42276
USW00053838,"GAINESVILLE LEE GILMER MEMORIAL AIRPORT, GA US",34.27194,-83.83028,GA,"34.27194,-83.83028",Hall County,30501
USC00406330,"MOUNT MORIAH BIRDSONG, TN US",35.9675,-88.0458,TN,"35.9675,-88.0458",Benton County,38320
USC00404033,"HENDERSON 4 W, TN US",35.4442,-88.7244,TN,"35.4442,-88.7244",Chester County,38366
USC00018178,"THOMASVILLE, AL US",31.91722,-87.73472,AL,"31.91722,-87.73472",Clarke County,36784
USC00150860,"BOONEVILLE 12 SW, KY US",37.3577,-83.7705,KY,"37.3577,-83.7705",Clay County,40983
USC00405358,"LOBELVILLE, TN US",35.7522,-87.7958,TN,"35.7522,-87.7958",Perry County,37097
USC00405118,"LEBANON 7 N, TN US",36.29806,-86.26306,TN,"36.29806,-86.26306",Wilson County,37087
USC00406328,"MOUNT LECONTE, TN US",35.655,-83.4411,TN,"35.655,-83.4411",Sevier County,37738
USC00408868,"TAZEWELL, TN US",36.465,-83.5603,TN,"36.465,-83.5603",Claiborne County,37879
USC00093060,"ELBERTON 2 N, GA US",34.1409,-82.8551,GA,"34.1409,-82.8551",Elbert County,30635
USW00053841,"FRANKFORT CAPITAL CITY AIRPORT, KY US",38.18472,-84.90333000000003,KY,"38.18472,-84.90333000000001",Franklin County,40601
USW00053843,"ANDALUSIA OPP AIRPORT, AL US",31.30889,-86.39389,AL,"31.30889,-86.39389",Covington County,36421
USC00012730,"EUFAULA WILDLIFE REF, AL US",32.0112,-85.0901,AL,"32.0112,-85.0901",Russell County,36027:36856:36869
USC00096335,"NEWNAN 7 WNW, GA US",33.3996,-84.915,GA,"33.3996,-84.915",Coweta County,30263
USC00405595,"MANCHESTER NUMBER 2, TN US",35.51583,-86.0875,TN,"35.51583,-86.0875",Coffee County,37355
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,KY,"37.9161,-85.6572",Bullitt County,40110
USW00063895,"RUSSELLVILLE 4 SSE, AL US",34.4535,-87.7104,AL,"34.4535,-87.7104",Franklin County,35654
USC00409709,"WHITE HOUSE, TN US",36.4511,-86.6455,TN,"36.4511,-86.6455",Sumner County,37188
USC00096219,"NAHUNTA 6 NE, GA US",31.2738,-81.9197,GA,"31.2738,-81.9197",Brantley County,31553
USW00063896,"SCOTTSBORO 2 NE, AL US",34.6941,-85.9998,AL,"34.6941,-85.9998",Jackson County,35768
USW00063893,"GREENSBORO 2 WNW, AL US",32.7169,-87.6226,AL,"32.7169,-87.6226",Hale County,36744
USW00063894,"MUSCLE SHOALS 2 N, AL US",34.7728,-87.6399,AL,"34.7728,-87.6399",Colbert County,35661
USW00063891,"CLANTON 2 NE, AL US",32.8516,-86.6115,AL,"32.8516,-86.6115",Chilton County,35045
USW00063892,"GAINESVILLE 2 NE, AL US",32.8369,-88.1374,AL,"32.8369,-88.1374",Greene County,35464
USC00405108,"LEBANON, TN US",36.2291,-86.318,TN,"36.2291,-86.318",Wilson County,37087
USW00053852,"DECATUR PRYOR FIELD, AL US",34.6525,-86.94528000000003,AL,"34.6525,-86.94528000000001",Limestone County,35671
USC00013816,"HIGHLAND HOME, AL US",31.8814,-86.2503,AL,"31.8814,-86.2503",Crenshaw County,36041
USC00010425,"AUBURN NUMBER 2, AL US",32.5992,-85.4653,AL,"32.5992,-85.4653",Lee County,36830
USC00090979,"BLAKELY, GA US",31.2239,-84.5554,GA,"31.2239,-84.5554",Miller County,39841
USC00402388,"DECATUR 7 NE, TN US",35.6394,-84.665,TN,"35.6394,-84.665",Meigs County,37880
USC00404568,"JACKSON 4 NE, TN US",35.7103,-88.8223,TN,"35.7103,-88.8223",Madison County,38305
USC00151810,"CORNERS, KY US",37.79278,-86.2325,KY,"37.79278,-86.2325",Breckinridge County,40146
USC00407834,"ROCKWOOD 2, TN US",35.836,-84.69200000000002,TN,"35.836,-84.69200000000001",Roane County,37854
USC00156028,"ONEIDA, KY US",37.2669,-83.6501,KY,"37.2669,-83.6501",Clay County,40972
USC00158446,"WARSAW MARKLAND DAM, KY US",38.7744,-84.9672,KY,"38.7744,-84.9672",Switzerland County,47020
USC00095061,"LEESBURG 2, GA US",31.7633,-84.1869,GA,"31.7633,-84.1869",Lee County,31763
USW00063828,"NEWTON 8 W, GA US",31.3127,-84.4706,GA,"31.3127,-84.4706",Baker County,39870
USC00018380,"TUSCALOOSA ACFD, AL US",33.2119,-87.6161,AL,"33.2119,-87.6161",Tuscaloosa County,35401
USW00063829,"NEWTON 11 SW, GA US",31.1923,-84.4465,GA,"31.1923,-84.4465",Baker County,39870
USC00010655,"BELLE MINA, AL US",34.6891,-86.8819,AL,"34.6891,-86.8819",Limestone County,35756
USC00407710,"RIPLEY, TN US",35.7178,-89.4986,TN,"35.7178,-89.4986",Lauderdale County,38063
USC00150858,"BOONEVILLE 1 SE, KY US",37.46667,-83.66056,KY,"37.46667,-83.66056",Owsley County,41311
USC00011620,"CHILDERSBURG WATER PLANT, AL US",33.285,-86.3431,AL,"33.285,-86.3431",Talladega County,35160
USC00400081,"ALLARDT, TN US",36.3805,-84.8744,TN,"36.3805,-84.8744",Fentress County,38556
USC00404561,"JACKSON EXPERIMENTAL STATION, TN US",35.6213,-88.8456,TN,"35.6213,-88.8456",Madison County,38301
USC00150619,"BEREA COLLEGE, KY US",37.5733,-84.2908,KY,"37.5733,-84.2908",Madison County,40404
USC00018024,"TALLADEGA, AL US",33.4163,-86.135,AL,"33.4163,-86.135",Talladega County,35160
USC00406619,"NORRIS, TN US",36.213,-84.0602,TN,"36.213,-84.0602",Anderson County,37828
USC00408916,"TENNESSEE RIDGE, TN US",36.325,-87.7886,TN,"36.325,-87.7886",Houston County,37178
USC00405525,"LYNCHBURG, TN US",35.2983,-86.3631,TN,"35.2983,-86.3631",Moore County,37388
USC00406977,"PARIS 2 SE, TN US",36.2872,-88.2958,TN,"36.2872,-88.2958",Henry County,38242
USC00155067,"MADISONVILLE, KY US",37.3475,-87.5238,KY,"37.3475,-87.5238",Hopkins County,42431
USC00155280,"MCDANIELS, KY US",37.6497,-86.4308,KY,"37.6497,-86.4308",Breckinridge County,40152
USC00404590,"JAMESTOWN, TN US",36.4259,-84.94200000000002,TN,"36.4259,-84.94200000000001",Fentress County,38556
USC00010764,"BESSEMER 3 WSW, AL US",33.3952,-87.0077,AL,"33.3952,-87.0077",Jefferson County,35006
USC00010402,"ATMORE, AL US",31.182,-87.439,AL,"31.182,-87.439",Escambia County,36502
USC00408953,"THOMPSON STATION, TN US",35.7635,-86.9321,TN,"35.7635,-86.9321",Williamson County,37174
USC00409800,"WINCHESTER 5 SE, TN US",35.1615,-86.0315,TN,"35.1615,-86.0315",Franklin County,37318
USW00063838,"VERSAILLES 3 NNW, KY US",38.0945,-84.7465,KY,"38.0945,-84.7465",Woodford County,40383
USC00406534,"NEWPORT 1 NW, TN US",35.9833,-83.2008,TN,"35.9833,-83.2008",Cocke County,37821
USC00096148,"MULBERRY GROVE, GA US",32.6089,-85.0756,GA,"32.6089,-85.0756",Harris County,31808
USC00405681,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US",36.3444,-88.8636,TN,"36.3444,-88.8636",Weakley County,38238
USC00016196,"OWENS CROSS ROADS 3 S, AL US",34.5528,-86.445,AL,"34.5528,-86.445",Madison County,35763
USC00017157,"SAINT BERNARD, AL US",34.1736,-86.8133,AL,"34.1736,-86.8133",Cullman County,35055
USC00150940,"BRADFORDSVILLE, KY US",37.495,-85.1516,KY,"37.495,-85.1516",Marion County,40009
USC00157215,"SCOTTSVILLE, KY US",36.7458,-86.2258,KY,"36.7458,-86.2258",Allen County,42164
USC00157592,"SPOTTSVILLE, KY US",37.85889,-87.40861,KY,"37.85889,-87.40861",Henderson County,42458
USC00012813,"FAIRHOPE 2 NE, AL US",30.5468,-87.8807,AL,"30.5468,-87.8807",Baldwin County,36532
USC00011725,"CLAYTON, AL US",31.8709,-85.4501,AL,"31.8709,-85.4501",Barbour County,36016
USC00090969,"BLAIRSVILLE EXPERIMENTAL STATION, GA US",34.8544,-83.9444,GA,"34.8544,-83.9444",Union County,30514
USC00095165,"LEXINGTON, GA US",33.8705,-83.1135,GA,"33.8705,-83.1135",Oglethorpe County,30648
USC00405431,"LOOKOUT MTN POINT PARK, TN US",35.0097,-85.3444,TN,"35.0097,-85.3444",Hamilton County,37350
USC00098436,"SUMMERVILLE, GA US",34.4546,-85.39,GA,"34.4546,-85.39",Chattooga County,30747
USW00063849,"BOWLING GREEN 21 NNE, KY US",37.2504,-86.2325,KY,"37.2504,-86.2325",Edmonson County,42259
USC00404223,"HOHENWALD, TN US",35.5567,-87.5414,TN,"35.5567,-87.5414",Lewis County,38462
USC00090603,"BALL GROUND, GA US",34.3328,-84.4703,GA,"34.3328,-84.4703",Cherokee County,30107
USC00150955,"BRANDENBURG, KY US",37.956,-86.1162,KY,"37.955999999999996,-86.1162",Meade County,40108
USC00403370,"GAINESBORO, TN US",36.3661,-85.6552,TN,"36.3661,-85.6552",Jackson County,38562
